Name,FromDate,ToDate,Position,Height,Weight,Born,College,URL,Shoots,DOB,Deceased
Abdul Jeelani,1980,1981,F-C,6-8,210,"February 10, 1954",University of Wisconsin-Parkside,http://basketball-reference.com/players/j/jeelaab01.html, Right,1954-02-10,
Chris Jefferies,2003,2004,G-F,6-8,225,"February 13, 1980","California State University, Fresno",http://basketball-reference.com/players/j/jeffech01.html, Right,1980-02-13,
Othyus Jeffers,2010,2014,G,6-5,200,"August 5, 1985",Robert Morris University (IL),http://basketball-reference.com/players/j/jeffeot01.html, Right,1985-08-05,
Al Jefferson,2005,2015,C,6-10,265,"January 4, 1985", ,http://basketball-reference.com/players/j/jeffeal01.html, Right,1985-01-04,
Cory Jefferson,2015,2015,F,6-9,218,"December 26, 1990",Baylor University,http://basketball-reference.com/players/j/jeffeco01.html, Right,1990-12-26,
Dontell Jefferson,2009,2009,G,6-5,195,"December 15, 1983",University of Arkansas,http://basketball-reference.com/players/j/jeffedo01.html, Right,1983-12-15,
Richard Jefferson,2002,2015,F,6-7,222,"June 21, 1980",University of Arizona,http://basketball-reference.com/players/j/jefferi01.html, Right,1980-06-21,
Jared Jeffries,2003,2013,F,6-11,230,"November 25, 1981",Indiana University,http://basketball-reference.com/players/j/jeffrja01.html, Right,1981-11-25,
Charles Jenkins,2012,2013,G,6-3,220,"February 28, 1989",Hofstra University,http://basketball-reference.com/players/j/jenkich01.html, Right,1989-02-28,
Horace Jenkins,2005,2005,G,6-1,180,"October 14, 1974",William Paterson University,http://basketball-reference.com/players/j/jenkiho01.html, Right,1974-10-14,
John Jenkins,2013,2015,G,6-4,215,"March 6, 1991",Vanderbilt University,http://basketball-reference.com/players/j/jenkijo01.html, Right,1991-03-06,
Brandon Jennings,2010,2015,G,6-1,169,"September 23, 1989", ,http://basketball-reference.com/players/j/jennibr01.html, Left,1989-09-23,
Keith Jennings,1993,1995,G,5-7,160,"November 2, 1968",East Tennessee State University,http://basketball-reference.com/players/j/jennike01.html, Right,1968-11-02,
Chris Jent,1994,1997,F,6-7,220,"January 11, 1970",Ohio State University,http://basketball-reference.com/players/j/jentch01.html, Right,1970-01-11,
Les Jepsen,1991,1992,C,7-0,237,"June 24, 1967",University of Iowa,http://basketball-reference.com/players/j/jepsele01.html, Right,1967-06-24,
Jonas Jerebko,2010,2015,F,6-10,231,"March 2, 1987", ,http://basketball-reference.com/players/j/jerebjo01.html, Right,1987-03-02,
Grant Jerrett,2015,2015,F,6-10,235,"July 8, 1993",University of Arizona,http://basketball-reference.com/players/j/jerregr01.html, Right,1993-07-08,
Eugene Jeter,2011,2011,G,5-11,175,"December 2, 1983",University of Portland,http://basketball-reference.com/players/j/jetereu01.html, Right,1983-12-02,
Hal Jeter,1970,1970,G,6-3,190,"May 17, 1945",Drake University,http://basketball-reference.com/players/j/jeterha01.html, Right,1945-05-17,
Yi Jianlian,2008,2012,F,7-0,238,"October 27, 1987", ,http://basketball-reference.com/players/j/jianlyi01.html, Right,1987-10-27,
Britton Johnsen,2004,2005,F,6-10,210,"July 8, 1979",University of Utah,http://basketball-reference.com/players/j/johnsbr01.html, Right,1979-07-08,
Alexander Johnson,2007,2008,F,6-9,240,"February 8, 1983",Florida State University,http://basketball-reference.com/players/j/johnsal01.html, Right,1983-02-08,
Amir Johnson,2006,2015,F,6-9,210,"May 1, 1987", ,http://basketball-reference.com/players/j/johnsam01.html, Right,1987-05-01,
Andy Johnson,1959,1962,F-G,6-5,215,"November 8, 1932",University of Portland,http://basketball-reference.com/players/j/johnsan01.html, Right,1932-11-08,2002-08-30
Anthony Johnson,1998,2010,G,6-3,190,"October 2, 1974",College of Charleston,http://basketball-reference.com/players/j/johnsan02.html, Right,1974-10-02,
Armon Johnson,2011,2012,G,6-3,195,"February 23, 1989","University of Nevada, Reno",http://basketball-reference.com/players/j/johnsar02.html, Left,1989-02-23,
Arnie Johnson,1949,1953,F-C,6-5,236,"May 16, 1920",Bemidji State University,http://basketball-reference.com/players/j/johnsar01.html, Right,1920-05-16,2000-06-06
Avery Johnson,1989,2004,G,5-10,175,"March 25, 1965",Southern University and A&M College,http://basketball-reference.com/players/j/johnsav01.html, Left,1965-03-25,
Buck Johnson,1987,1993,F,6-7,190,"January 3, 1964",University of Alabama,http://basketball-reference.com/players/j/johnsbu01.html, Right,1964-01-03,
Carldell Johnson,2012,2012,G,5-10,180,"January 28, 1983",University of Alabama at Birmingham,http://basketball-reference.com/players/j/johnsca01.html, Right,1983-01-28,
Charles Johnson,1973,1979,G,6-0,170,"March 31, 1949",University of California,http://basketball-reference.com/players/j/johnsch01.html, Right,1949-03-31,2007-06-01
Cheese Johnson,1980,1980,F-G,6-6,195,"September 7, 1957",Wichita State University,http://basketball-reference.com/players/j/johnsch02.html, Right,1957-09-07,
Chris Johnson,2011,2013,C,6-11,210,"July 15, 1985",Louisiana State University,http://basketball-reference.com/players/j/johnsch03.html, Right,1985-07-15,
Chris Johnson,2013,2015,F,6-6,201,"April 29, 1990",University of Dayton,http://basketball-reference.com/players/j/johnsch04.html, Left,1990-04-29,
Clay Johnson,1982,1984,G,6-4,175,"July 18, 1956",University of Missouri,http://basketball-reference.com/players/j/johnscl02.html, Right,1956-07-18,
Clemon Johnson,1979,1988,C-F,6-10,240,"September 12, 1956",Florida Agricultural and Mechanical University,http://basketball-reference.com/players/j/johnscl01.html, Right,1956-09-12,
Darryl Johnson,1996,1996,G,6-1,170,"October 26, 1965",Michigan State University,http://basketball-reference.com/players/j/johnsda02.html, Right,1965-10-26,
Dave Johnson,1993,1994,G-F,6-7,210,"November 16, 1970",Syracuse University,http://basketball-reference.com/players/j/johnsda01.html, Right,1970-11-16,
DeMarco Johnson,2000,2000,F,6-9,245,"October 6, 1975",University of North Carolina at Charlotte,http://basketball-reference.com/players/j/johnsde02.html, Right,1975-10-06,
Dennis Johnson*,1977,1990,G,6-4,185,"September 18, 1954",Pepperdine University,http://basketball-reference.com/players/j/johnsde01.html, Right,1954-09-18,2007-02-22
DerMarr Johnson,2001,2008,F,6-9,201,"May 5, 1980",University of Cincinnati,http://basketball-reference.com/players/j/johnsde03.html, Right,1980-05-05,
Ed Johnson,1969,1971,C,6-8,205,"June 17, 1944",Tennessee State University,http://basketball-reference.com/players/j/johnsed01.html, Right,1944-06-17,
Eddie Johnson,1978,1987,G,6-2,180,"February 24, 1955",Auburn University,http://basketball-reference.com/players/j/johnsed02.html, Right,1955-02-24,
Eddie Johnson,1982,1999,F-G,6-7,215,"May 1, 1959",University of Illinois at Urbana-Champaign,http://basketball-reference.com/players/j/johnsed03.html, Right,1959-05-01,
Eric Johnson,1990,1990,G,6-2,205,"February 7, 1966",University of Nebraska,http://basketball-reference.com/players/j/johnser01.html, Right,1966-02-07,
Ervin Johnson,1994,2006,C,6-11,245,"December 21, 1967",University of New Orleans,http://basketball-reference.com/players/j/johnser02.html, Right,1967-12-21,
Frank Johnson,1982,1994,G,6-1,185,"November 23, 1958",Wake Forest University,http://basketball-reference.com/players/j/johnsfr01.html, Right,1958-11-23,
George Johnson,1971,1974,C,6-11,245,"June 19, 1947",Stephen F. Austin State University,http://basketball-reference.com/players/j/johnsge01.html, Right,1947-06-19,
George Johnson,1973,1986,C-F,6-11,205,"December 18, 1948",Dillard University,http://basketball-reference.com/players/j/johnsge02.html, Right,1948-12-18,
George Johnson,1979,1986,F-C,6-7,210,"December 8, 1956",St. John's University,http://basketball-reference.com/players/j/johnsge03.html, Right,1956-12-08,
Gus Johnson*,1964,1973,F-C,6-6,230,"December 13, 1938",University of Idaho,http://basketball-reference.com/players/j/johnsgu01.html, Right,1938-12-13,1987-04-29
Harold Johnson,1947,1947,C,6-6,240,"January 30, 1920",Indiana State University,http://basketball-reference.com/players/j/johnsha01.html, Right,1920-01-30,1999-09-17
Ivan Johnson,2012,2013,F,6-8,230,"April 10, 1984",University of Oregon,http://basketball-reference.com/players/j/johnsiv01.html, Right,1984-04-10,
JaJuan Johnson,2012,2012,F-C,6-10,221,"February 8, 1989",Purdue University,http://basketball-reference.com/players/j/johnsja02.html, Right,1989-02-08,
James Johnson,2010,2015,F,6-9,245,"February 20, 1987",Wake Forest University,http://basketball-reference.com/players/j/johnsja01.html, Right,1987-02-20,
Joe Johnson,2002,2015,G,6-7,240,"June 29, 1981",University of Arkansas,http://basketball-reference.com/players/j/johnsjo02.html, Right,1981-06-29,
John Johnson,1971,1982,F,6-7,200,"October 18, 1947",University of Iowa,http://basketball-reference.com/players/j/johnsjo01.html, Right,1947-10-18,
Kannard Johnson,1988,1988,F,6-9,220,"June 24, 1965",Western Kentucky University,http://basketball-reference.com/players/j/johnska01.html, Right,1965-06-24,
Ken Johnson,1986,1986,F,6-8,240,"November 7, 1962",Michigan State University,http://basketball-reference.com/players/j/johnske01.html, Right,1962-11-07,
Ken Johnson,2003,2003,F-C,6-11,240,"February 1, 1978",Ohio State University,http://basketball-reference.com/players/j/johnske03.html, Right,1978-02-01,
Kevin Johnson,1988,2000,G,6-1,180,"March 4, 1966",University of California,http://basketball-reference.com/players/j/johnske02.html, Right,1966-03-04,
Larry Johnson,1978,1978,G,6-3,205,"November 28, 1954",University of Kentucky,http://basketball-reference.com/players/j/johnsla01.html, Right,1954-11-28,
Larry Johnson,1992,2001,F,6-6,250,"March 14, 1969","University of Nevada, Las Vegas",http://basketball-reference.com/players/j/johnsla02.html, Right,1969-03-14,
Lee Johnson,1981,1981,F,6-11,205,"June 16, 1957",East Texas State University,http://basketball-reference.com/players/j/johnsle01.html, Right,1957-06-16,
Linton Johnson,2004,2009,F,6-8,205,"June 13, 1980",Tulane University,http://basketball-reference.com/players/j/johnsli01.html, Right,1980-06-13,
Magic Johnson*,1980,1996,G-F,6-8,215,"August 14, 1959",Michigan State University,http://basketball-reference.com/players/j/johnsma02.html, Right,1959-08-14,
Marques Johnson,1978,1990,F-G,6-7,218,"February 8, 1956","University of California, Los Angeles",http://basketball-reference.com/players/j/johnsma01.html, Right,1956-02-08,
Mickey Johnson,1975,1986,F,6-10,190,"August 31, 1952",Aurora University,http://basketball-reference.com/players/j/johnsmi01.html, Right,1952-08-31,
Neil Johnson,1967,1973,F-C,6-7,220,"April 17, 1943",Creighton University,http://basketball-reference.com/players/j/johnsne02.html, Right,1943-04-17,
Nick Johnson,2015,2015,G,6-3,200,"December 22, 1992",University of Arizona,http://basketball-reference.com/players/j/johnsni01.html, Right,1992-12-22,
Ollie Johnson,1973,1982,F,6-6,200,"May 11, 1949",Temple University,http://basketball-reference.com/players/j/johnsol01.html, Right,1949-05-11,
Orlando Johnson,2013,2014,G,6-5,220,"March 11, 1989","University of California, Santa Barbara",http://basketball-reference.com/players/j/johnsor01.html, Right,1989-03-11,
Ralph Johnson,1950,1953,G,5-11,170,"December 6, 1921",Huntington University,http://basketball-reference.com/players/j/johnsra01.html, Right,1921-12-06,2005-07-11
Reggie Johnson,1981,1984,F-C,6-9,205,"June 25, 1957",University of Tennessee,http://basketball-reference.com/players/j/johnsre01.html, Right,1957-06-25,
Rich Johnson,1969,1971,C,6-7,210,"December 18, 1946",Grambling State University,http://basketball-reference.com/players/j/johnsri01.html, Right,1946-12-18,1994-06-15
Ron Johnson,1961,1961,F,6-8,215,"July 20, 1938",University of Minnesota,http://basketball-reference.com/players/j/johnsro01.html, Right,1938-07-20,
Steffond Johnson,1987,1987,F,6-8,240,"November 4, 1962",San Diego State University,http://basketball-reference.com/players/j/johnsst02.html, Right,1962-11-04,
Steve Johnson,1982,1991,C-F,6-10,235,"November 3, 1957",Oregon State University,http://basketball-reference.com/players/j/johnsst03.html, Right,1957-11-03,
Stew Johnson,1968,1976,F-C,6-8,220,"August 19, 1944",Murray State University,http://basketball-reference.com/players/j/johnsst01.html, Right,1944-08-19,
Trey Johnson,2009,2012,G,6-5,218,"August 30, 1984",Jackson State University,http://basketball-reference.com/players/j/johnstr01.html, Right,1984-08-30,
Tyler Johnson,2015,2015,G,6-4,186,"May 7, 1992","California State University, Fresno",http://basketball-reference.com/players/j/johnsty01.html, Left,1992-05-07,
Vinnie Johnson,1980,1992,G,6-2,200,"September 1, 1956",Baylor University,http://basketball-reference.com/players/j/johnsvi01.html, Right,1956-09-01,
Wesley Johnson,2011,2015,F,6-7,205,"July 11, 1987",Syracuse University,http://basketball-reference.com/players/j/johnswe01.html, Right,1987-07-11,
Darius Johnson-Odom,2013,2014,G,6-2,215,"September 28, 1989",Marquette University,http://basketball-reference.com/players/j/johnsda03.html, Left,1989-09-28,
Nate Johnston,1990,1990,F,6-8,210,"December 18, 1966",University of Tampa,http://basketball-reference.com/players/j/johnsna01.html, Right,1966-12-18,
Neil Johnston*,1952,1959,C,6-8,210,"February 4, 1929",Ohio State University,http://basketball-reference.com/players/j/johnsne01.html, Right,1929-02-04,1978-09-28
Jim Johnstone,1983,1983,C-F,6-11,245,"September 20, 1960",Wake Forest University,http://basketball-reference.com/players/j/johnsji01.html, Right,1960-09-20,
Howie Jolliff,1961,1963,F-C,6-7,218,"July 20, 1938",Ohio University,http://basketball-reference.com/players/j/jolifho01.html, Right,1938-07-20,
Alvin Jones,2002,2002,F,6-11,265,"September 9, 1978",Georgia Institute of Technology,http://basketball-reference.com/players/j/jonesal01.html, Right,1978-09-09,
Anthony Jones,1987,1990,G-F,6-6,195,"September 13, 1962","University of Nevada, Las Vegas",http://basketball-reference.com/players/j/jonesan01.html, Right,1962-09-13,
Askia Jones,1995,1995,G,6-5,200,"December 3, 1971",Kansas State University,http://basketball-reference.com/players/j/jonesas01.html, Right,1971-12-03,
Bill Jones,1989,1989,F,6-7,175,"March 18, 1966",University of Iowa,http://basketball-reference.com/players/j/jonesbi01.html, Right,1966-03-18,
Bobby Jones,1975,1986,F,6-9,210,"December 18, 1951",University of North Carolina,http://basketball-reference.com/players/j/jonesbo01.html, Right,1951-12-18,
Bobby Jones,2007,2008,F,6-7,215,"January 9, 1984",University of Washington,http://basketball-reference.com/players/j/jonesbo02.html, Right,1984-01-09,
Caldwell Jones,1974,1990,C-F,6-11,217,"August 4, 1950",Albany State University,http://basketball-reference.com/players/j/jonesca01.html, Right,1950-08-04,2014-09-21
Charles Jones,1984,1998,F-C,6-9,215,"April 3, 1957",Albany State University,http://basketball-reference.com/players/j/jonesch01.html, Right,1957-04-03,
Charles Jones,1985,1989,F,6-8,215,"January 12, 1962",University of Louisville,http://basketball-reference.com/players/j/jonesch02.html, Right,1962-01-12,
Charles Jones,1999,2000,G,6-3,180,"July 17, 1975",Long Island University,http://basketball-reference.com/players/j/jonesch03.html, Right,1975-07-17,
Collis Jones,1972,1975,F,6-7,203,"July 3, 1949",University of Notre Dame,http://basketball-reference.com/players/j/jonesco01.html, Right,1949-07-03,
Dahntay Jones,2004,2015,G,6-6,210,"December 27, 1980",Duke University,http://basketball-reference.com/players/j/jonesda02.html, Right,1980-12-27,
Damon Jones,1999,2009,G,6-3,185,"August 25, 1976",University of Houston,http://basketball-reference.com/players/j/jonesda01.html, Right,1976-08-25,
DeQuan Jones,2013,2013,F,6-8,221,"June 20, 1990",University of Miami,http://basketball-reference.com/players/j/jonesde01.html, Right,1990-06-20,
Dominique Jones,2011,2013,G,6-4,215,"October 15, 1988",University of South Florida,http://basketball-reference.com/players/j/jonesdo02.html, Right,1988-10-15,
Dontae' Jones,1998,1998,F,6-8,220,"June 2, 1975",Mississippi State University,http://basketball-reference.com/players/j/jonesdo01.html, Right,1975-06-02,
Dwayne Jones,2006,2010,F-C,6-11,250,"June 9, 1983",Saint Joseph's University,http://basketball-reference.com/players/j/jonesdw02.html, Right,1983-06-09,
